35.0465621948	1149.67150879	0
35.0106811523	1149.60571289	0
34.9716148376	1149.53417969	0
34.9307327271	1149.46130371	0
34.8956756592	1149.39868164	0
34.8477935791	1149.31311035	0
34.8134384155	1149.25158691	0
34.7768096924	1149.18591309	0
34.7342376709	1149.10961914	0
34.68409729	1149.01977539	0
34.6405715942	1148.94177246	0
34.5904579163	1148.85205078	0
34.5532836914	1148.78564453	0
34.5126152039	1148.71289062	0
34.465221405	1148.6282959	0
34.4254837036	1148.55712891	0
34.390789032	1148.49511719	0
34.3291740417	1148.38464355	0
34.2910766602	1148.31591797	0
34.2255516052	1148.19775391	0
34.1883964539	1148.13085938	0
34.1202659607	1148.00817871	0
34.0541381836	1147.88867188	0
34.0003852844	1147.79211426	0
33.9300270081	1147.66589355	0
33.8769264221	1147.57080078	0
33.8165740967	1147.46264648	0
33.7720985413	1147.38305664	0
33.6859855652	1147.22875977	0
33.6343841553	1147.13659668	0
33.5448913574	1146.97705078	0
33.4868431091	1146.87341309	0
33.3963356018	1146.71191406	0
33.3533172607	1146.63537598	0
33.2381286621	1146.43054199	0
33.1990356445	1146.36071777	0
33.093914032	1146.17248535	0
33.0377349854	1146.0715332	0
32.9291687012	1145.87561035	0
32.8654632568	1145.76062012	0
32.8284225464	1145.69372559	0
32.7598800659	1145.56982422	0
32.6904983521	1145.44458008	0
32.5946617126	1145.27075195	0
32.5513877869	1145.19042969	0
32.3938446045	1144.90258789	0
32.3133926392	1144.7578125	0
32.2767906189	1144.69189453	0
32.229473114	1144.60644531	0
32.1761550903	1144.51049805	0
32.1034736633	1144.37963867	0
32.0522460938	1144.28723145	0
31.9839668274	1144.16394043	0
31.9179134369	1144.04467773	0
31.8497714996	1143.921875	0
31.8053684235	1143.84191895	0
31.7071971893	1143.66552734	0
31.6680278778	1143.5949707	0
31.6102752686	1143.49108887	0
31.5451946259	1143.37341309	0
31.4886779785	1143.27111816	0
31.4144325256	1143.13708496	0
31.358757019	1143.03662109	0
31.2960224152	1142.92333984	0
31.221162796	1142.78808594	0
31.18126297	1142.71618652	0
31.0733699799	1142.52111816	0
31.0383682251	1142.45800781	0
30.8885555267	1142.1875	0
30.8357868195	1142.09204102	0
30.7730102539	1141.97851562	0
30.7314186096	1141.90332031	0
30.677772522	1141.80639648	0
30.6238708496	1141.7088623	0
30.5685310364	1141.60900879	0
30.5216827393	1141.52441406	0
30.4536380768	1141.40136719	0
30.3980503082	1141.30126953	0
30.3418426514	1141.19995117	0
30.2653579712	1141.06213379	0
30.2220783234	1140.98425293	0
30.1022167206	1140.76843262	0
30.0380153656	1140.6529541	0
29.9166069031	1140.43444824	0
29.8482913971	1140.31152344	0
29.8047199249	1140.2331543	0
29.7233085632	1140.08642578	0
29.6426010132	1139.94116211	0
29.596244812	1139.85754395	0
29.5193405151	1139.71911621	0
29.4605846405	1139.61328125	0
29.3931999207	1139.49194336	0
29.3083839417	1139.33911133	0
29.2559986115	1139.24475098	0
29.2157058716	1139.17224121	0
29.1141319275	1138.98901367	0
29.038848877	1138.85339355	0
28.9970302582	1138.77807617	0
28.9000091553	1138.60351562	0
28.8173046112	1138.45458984	0
28.7736854553	1138.37597656	0
28.7175197601	1138.27502441	0
28.511297226	1137.90380859	0
28.4507598877	1137.79492188	0
28.3700656891	1137.6496582	0
28.3035316467	1137.5300293	0
28.2193260193	1137.37878418	0
28.1302032471	1137.21875	0
28.0746269226	1137.11889648	0
28.0366477966	1137.05078125	0
27.9336662292	1136.86633301	0
27.8626194	1136.73937988	0
27.8234100342	1136.66918945	0
27.7327270508	1136.50708008	0
27.6630115509	1136.38232422	0
27.6258831024	1136.31591797	0
27.5450325012	1136.17089844	0
27.4658088684	1136.02868652	0
27.4228897095	1135.95178223	0
27.3350009918	1135.79406738	0
27.2936534882	1135.71984863	0
27.2169075012	1135.58203125	0
27.1623840332	1135.48413086	0
27.0910301208	1135.3560791	0
27.0112285614	1135.21276855	0
26.9636459351	1135.12719727	0
26.8905639648	1134.99609375	0
26.8520126343	1134.92687988	0
26.7714729309	1134.7824707	0
26.6916427612	1134.63928223	0
26.6482925415	1134.56152344	0
26.5616760254	1134.40625	0
26.5205097198	1134.33251953	0
26.4446258545	1134.1965332	0
26.3854503632	1134.0904541	0
26.315322876	1133.96484375	0
26.2314434052	1133.81445312	0
26.1764411926	1133.71594238	0
26.1050872803	1133.5880127	0
26.0565929413	1133.5012207	0
26.0055332184	1133.4095459	0
25.9646472931	1133.33605957	0
25.8363685608	1133.10498047	0
25.7922668457	1133.02587891	0
25.7115650177	1132.88098145	0
25.6696243286	1132.80603027	0
25.605884552	1132.69189453	0
25.5685062408	1132.625	0
25.4289531708	1132.37548828	0
25.3492012024	1132.23291016	0
25.2616195679	1132.07653809	0
25.2081565857	1131.98095703	0
25.1262969971	1131.83496094	0
25.0691604614	1131.73327637	0
24.9990158081	1131.60864258	0
24.919052124	1131.46594238	0
24.8728103638	1131.38330078	0
24.7969303131	1131.24731445	0
24.7398757935	1131.1451416	0
24.6741409302	1131.02734375	0
24.589673996	1130.87585449	0
24.5373420715	1130.78210449	0
24.4620132446	1130.64697266	0
24.4007606506	1130.53710938	0
24.3238353729	1130.39916992	0
24.2419662476	1130.2520752	0
24.1873073578	1130.15380859	0
24.106294632	1130.00805664	0
24.0454902649	1129.89868164	0
23.9697608948	1129.76269531	0
23.8821563721	1129.60546875	0
23.8282546997	1129.50878906	0
23.7414779663	1129.35314941	0
23.6786708832	1129.24060059	0
23.5994777679	1129.09863281	0
23.5105781555	1128.93933105	0
23.4548416138	1128.83972168	0
23.4198913574	1128.77709961	0
23.31889534	1128.59448242	0
23.1737823486	1128.33227539	0
23.1302261353	1128.25415039	0
23.0690536499	1128.14465332	0
23.0347537994	1128.08312988	0
22.9537696838	1127.93798828	0
22.884147644	1127.81311035	0
22.8485240936	1127.74938965	0
22.7670555115	1127.60351562	0
22.6937274933	1127.47216797	0
22.5744190216	1127.25842285	0
22.5179042816	1127.15722656	0
22.4817180634	1127.09216309	0
22.3666877747	1126.88500977	0
22.3238697052	1126.80810547	0
22.2866668701	1126.74133301	0
22.1892356873	1126.56665039	0
22.1155776978	1126.43481445	0
22.0812091827	1126.37329102	0
21.9809761047	1126.19372559	0
21.907699585	1126.06237793	0
21.8634204865	1125.9831543	0
21.7718391418	1125.8190918	0
21.6825122833	1125.65942383	0
21.5490379333	1125.42041016	0
21.4859962463	1125.30761719	0
21.4420623779	1125.22900391	0
21.3198604584	1125.01049805	0
21.2655220032	1124.91333008	0
21.2282886505	1124.84667969	0
21.1282310486	1124.66772461	0
21.0595588684	1124.54431152	0
21.0215244293	1124.47558594	0
20.9360294342	1124.32177734	0
20.8637237549	1124.19226074	0
20.8263893127	1124.12561035	0
20.7859916687	1124.05371094	0
20.6825027466	1123.86999512	0
20.6454486847	1123.80395508	0
20.585811615	1123.69775391	0
20.486207962	1123.52026367	0
20.4273147583	1123.4152832	0
20.3388404846	1123.25756836	0
20.2777957916	1123.14855957	0
20.19713974	1123.0045166	0
20.1577892303	1122.93408203	0
20.0636806488	1122.76586914	0
20.0111503601	1122.67211914	0
19.9549064636	1122.5715332	0
19.9122104645	1122.49536133	0
19.8413028717	1122.36865234	0
19.8004608154	1122.29577637	0
19.734128952	1122.17749023	0
19.6919269562	1122.10229492	0
19.6303157806	1121.99279785	0
19.5864486694	1121.91503906	0
19.5302639008	1121.81567383	0
19.4906806946	1121.74511719	0
19.4479255676	1121.66894531	0
19.4019298553	1121.58691406	0
19.3608951569	1121.51318359	0
19.3249874115	1121.44775391	0
19.2893333435	1121.38378906	0
19.2545337677	1121.32214355	0
19.2112159729	1121.24572754	0
19.1663131714	1121.16662598	0
19.1273365021	1121.09765625	0
19.0726604462	1121.00073242	0
19.0380535126	1120.93920898	0
18.9782123566	1120.83288574	0
18.9379291534	1120.76147461	0
18.8939380646	1120.68347168	0
18.8541908264	1120.61315918	0
18.7998218536	1120.5168457	0
18.7586135864	1120.44348145	0
18.6875419617	1120.31616211	0
18.620344162	1120.1965332	0
18.5750465393	1120.11584473	0
18.5394096375	1120.0526123	0
18.5051898956	1119.99121094	0
18.4505500793	1119.89233398	0
18.3933086395	1119.79016113	0
18.358751297	1119.72875977	0
18.3222293854	1119.66418457	0
18.2776241302	1119.58544922	0
18.2314624786	1119.50390625	0
18.1896896362	1119.43005371	0
18.1404876709	1119.34277344	0
18.1005172729	1119.27197266	0
18.06275177	1119.20483398	0
18.0210208893	1119.13049316	0
17.9515304565	1119.00695801	0
17.9129009247	1118.93835449	0
17.8514137268	1118.8293457	0
17.8096218109	1118.75512695	0
17.7720794678	1118.68847656	0
17.7298793793	1118.61376953	0
17.681810379	1118.52783203	0
17.6431369781	1118.45861816	0
17.5921096802	1118.36816406	0
17.5559387207	1118.30395508	0
17.5168132782	1118.23474121	0
17.4710597992	1118.15356445	0
17.4347343445	1118.08935547	0
17.3885669708	1118.00769043	0
17.3191337585	1117.88476562	0
17.2797718048	1117.81518555	0
17.2451648712	1117.75415039	0
17.2035484314	1117.68054199	0
17.1449661255	1117.5769043	0
17.1019325256	1117.50097656	0
17.0291080475	1117.37243652	0
16.9706668854	1117.26916504	0
16.9083900452	1117.15917969	0
16.871307373	1117.09216309	0
16.8336753845	1117.02392578	0
16.7979393005	1116.95739746	0
16.7489356995	1116.87084961	0
16.7079277039	1116.79882812	0
16.6607913971	1116.71606445	0
16.6052074432	1116.61804199	0
16.5497817993	1116.52026367	0
16.5141353607	1116.45715332	0
16.4568557739	1116.35595703	0
16.408454895	1116.27026367	0
16.3716773987	1116.20507812	0
16.3268737793	1116.12561035	0
16.2861824036	1116.0534668	0
16.2366027832	1115.9654541	0
16.1975364685	1115.8963623	0
16.1520233154	1115.8157959	0
16.0392551422	1115.61560059	0
15.9781847	1115.50708008	0
15.9073638916	1115.38122559	0
15.8589954376	1115.29516602	0
15.7883319855	1115.16943359	0
15.7530097961	1115.10681152	0
15.7129039764	1115.03552246	0
15.661239624	1114.94372559	0
15.5814781189	1114.80175781	0
15.4951839447	1114.64831543	0
15.4401245117	1114.55041504	0
15.3575677872	1114.40332031	0
15.3126087189	1114.32336426	0
15.2637176514	1114.23632812	0
15.2009277344	1114.12463379	0
15.1114063263	1113.96533203	0
15.0676841736	1113.88757324	0
15.0108995438	1113.78649902	0
14.94764328	1113.6739502	0
14.9088602066	1113.60498047	0
14.8505382538	1113.5012207	0
14.8024349213	1113.41564941	0
14.7454538345	1113.3145752	0
14.6756048203	1113.19042969	0
14.6336364746	1113.11584473	0
14.5667304993	1112.99694824	0
14.5166330338	1112.90783691	0
14.457616806	1112.80297852	0
14.3850440979	1112.67370605	0
14.2176485062	1112.37597656	0
14.1584196091	1112.27062988	0
14.1180429459	1112.19885254	0
14.0321760178	1112.04602051	0
13.9602556229	1111.91821289	0
13.9180622101	1111.84326172	0
